"","lat_lon","gridID"
"6441","34.645_-77.34139",253
"6444","34.57306_-77.40639",253
"6445","34.62806_-77.35",253
"6447","34.61083_-77.36417",253
"6449","34.58306_-77.37694",253
"6451","34.63694_-77.34028",253
"6453","34.66083_-77.38278",253
"6454","34.58806_-77.42472",253
"6457","34.62167_-77.4275",253
"6460","34.58639_-77.40472",253
"6461","34.60083_-77.39417",253
"6465","34.5875_-77.40361",253
"6467","34.58139_-77.39556",253
"6468","34.57806_-77.36972",253
"6472","34.57222_-77.34222",253
"6474","34.61194_-77.39389",253
"6475","34.61333_-77.36306",253
"6477","34.59028_-77.40333",253
"6479","34.58361_-77.37722",253
"6481","34.62556_-77.37306",253
"6483","34.58583_-77.37611",253
"6484","34.59083_-77.39556",253
"6487","34.61361_-77.3625",253
"6490","34.58944_-77.39472",253
"6491","34.65056_-77.34472",253
"6492","34.61222_-77.39472",253
"6494","34.61194_-77.40361",253
"6496","34.57111_-77.41194",253
"6498","34.62222_-77.35278",253
"6499","34.66_-77.35667",253
"6500","34.57861_-77.37861",253
"6501","34.61222_-77.40417",253
"6503","34.60917_-77.365",253
"6504","34.65806_-77.35444",253
"6506","34.61528_-77.3875",253
"6510","34.61806_-77.36083",253
"6512","34.57917_-77.37833",253
"6514","34.57639_-77.36306",253
"6516","34.63222_-77.37472",253
"6518","34.63722_-77.37194",253
"6519","34.59722_-77.39472",253
"6522","34.59833_-77.39833",253
"6524","34.57778_-77.42222",253
"6526","34.61917_-77.41972",253
"6528","34.62778_-77.35278",253
"6530","34.61917_-77.38694",253
"6531","34.56861_-77.355",253
"6534","34.60194_-77.3825",253
"6536","34.61667_-77.41972",253
"6538","34.60778_-77.40667",253
"6540","34.58417_-77.39083",253
"6542","34.58_-77.38333",253
"6544","34.63333_-77.36",253
"6546","34.6275_-77.35333",253
"6548","34.59944_-77.43167",253
"6550","34.61222_-77.43222",253
"6552","34.58972_-77.43",253
"6554","34.57694_-77.37222",253
"6556","34.60389_-77.38528",253
"6557","34.61944_-77.38056",253
"6559","34.58083_-77.42361",253
"6560","34.655_-77.37944",253
"6562","34.60056_-77.43167",253
"6564","34.64222_-77.36972",253
"6566","34.57722_-77.41861",253
"6568","34.63611_-77.3525",253
"6570","34.62333_-77.36139",253
"6572","34.56861_-77.3625",253
"6574","34.61722_-77.42333",253
"6576","34.60556_-77.37611",253
"6577","34.57694_-77.41833",253
"6578","34.61278_-77.41611",253
"6581","34.60583_-77.40278",253
"6582","34.65194_-77.37833",253
"6583","34.63361_-77.37389",253
"6584","34.6175_-77.38556",253
"6585","34.65194_-77.35194",253
"6586","34.58444_-77.42556",253
"6589","34.60889_-77.41056",253
"6591","34.60417_-77.3875",253
"6592","34.57472_-77.41444",253
"6594","34.625_-77.35917",253
"6597","34.58694_-77.42722",253
"6599","34.58889_-77.36861",253
"6601","34.57667_-77.37167",253
"6603","34.57611_-77.41444",253
"6605","34.61722_-77.385",253
"6607","34.57583_-77.41444",253
"6608","34.65611_-77.355",253
"6609","34.61694_-77.42667",253
"6610","34.66111_-77.38111",253
"6611","34.63472_-77.34972",253
"6613","34.61694_-77.41583",253
"6615","34.62611_-77.35583",253
"6616","34.61194_-77.4175",253
"6617","34.58417_-77.42556",253
"6620","34.57667_-77.37056",253
"6623","34.58889_-77.36917",253
"6625","34.61639_-77.36528",253
"6627","34.60694_-77.37444",253
"6629","34.57528_-77.415",253
"6630","34.61528_-77.43056",253
"6632","34.63278_-77.37333",253
"6634","34.58917_-77.4275",253
